# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 29 05:01:23 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [percent]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [percent]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_occdep:      Occultation Depth [percentage]
# COLUMN pl_occdeperr1:  Occultation Depth Upper Unc. [percentage]
# COLUMN pl_occdeperr2:  Occultation Depth Lower Unc. [percentage]
# COLUMN pl_occdeplim:   Occultation Depth Limit Flag
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type Unc.
# COLUMN st_splim:       Spectral Type Limit Flag
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_pelink,st_sp,st_spstr,st_sperr,st_splim,st_vj,st_vjerr,st_vjlim
2852,Kepler-559,b,1,17.58752333,0.00002056,-0.00002056,0,,,,,,,,,,,,,,,,,0.322,0.057,-0.032,0,,,,,19h46m32.84s,296.636834,+43d48m10.1s,43.802792,793.00,145.36,-85.15,0,14.743,,0,Kepler-band,,,,5630.00,200.63,-197.22,0,0.96,0.07,-0.06,0,0.95,0.17,-0.09,0,2016-05-10,,,,,3.610,0.640,-0.360,0,,,,,0.1825880,0.0018120,-0.0018120,0,2455009.077356,0.000888,-0.000888,0,,,,,http://exoplanet.eu/catalog/kepler-559_b/,,,,,,,
2853,Kepler-56,b,3,10.50160000,0.00110000,-0.00100000,0,0.102800,0.003700,-0.003700,0,,,,,,,,,0.07000,0.01200,-0.01100,0,0.581,0.026,-0.025,0,0.44200,0.08000,-0.07200,0,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,,,,,12.440,,0,Kepler-band,,,,4840.00,97.00,-97.00,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,2014-05-14,0.07000,0.01200,-0.01100,0,6.510,0.290,-0.280,0,,,,,,,,,2454978.255600,0.005600,-0.005700,0,,,,,http://exoplanet.eu/catalog/kepler-56_b/,,,,,,,
2854,Kepler-56,c,3,21.40239000,0.00059000,-0.00062000,0,0.165200,0.005900,-0.005900,0,,,,,,,,,0.57000,0.06600,-0.06000,0,0.874,0.041,-0.041,0,1.06000,0.14000,-0.13000,0,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,,,,,12.440,,0,Kepler-band,,,,4840.00,97.00,-97.00,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,2014-05-14,0.57000,0.06600,-0.06000,0,9.800,0.460,-0.460,0,,,,,,,,,2454978.656000,0.005700,-0.005500,0,,,,,http://exoplanet.eu/catalog/kepler-56_c/,,,,,,,
2855,Kepler-56,d,3,1002.00000000,5.00000000,-5.00000000,0,2.160000,0.080000,-0.080000,0,0.200000,0.010000,-0.010000,0,,,,,5.61000,0.38000,-0.38000,0,,,,,,,,,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,,,,,12.440,,0,Kepler-band,,,,4840.00,97.00,-97.00,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/kepler-56_d/,,,,,,,
2856,Kepler-560,b,1,18.47764449,0.00001517,-0.00001517,0,,,,,,,,,,,,,,,,,0.153,0.008,-0.008,0,,,,,20h00m49.46s,300.206095,+45d01m05.3s,45.018147,88.00,4.78,-5.22,0,14.708,,0,Kepler-band,,,,3556.00,30.41,-23.60,0,0.34,0.02,-0.02,0,0.33,0.02,-0.02,0,2016-05-10,,,,,1.720,0.090,-0.090,0,,,,,0.0782380,0.0011500,-0.0011500,0,2455018.268560,0.000613,-0.000613,0,,,,,http://exoplanet.eu/catalog/kepler-560_b/,,,,,,,
2857,Kepler-561,b,2,58.36204950,0.00003229,-0.00003229,0,,,,,,,,,,,,,,,,,0.621,0.108,-0.054,0,,,,,19h34m59.30s,293.747096,+45d06m26.0s,45.107220,667.00,118.62,-65.86,0,14.361,,0,Kepler-band,,,,5646.00,175.40,-189.65,0,0.96,0.07,-0.06,0,0.94,0.16,-0.08,0,2016-05-10,,,,,6.960,1.210,-0.610,0,,,,,0.2619120,0.0007540,-0.0007540,0,2455029.555062,0.000400,-0.000400,0,,,,,http://exoplanet.eu/catalog/kepler-561_b/,,,,,,,
2858,Kepler-561,c,2,5.35016198,0.00000443,-0.00000443,0,,,,,,,,,,,,,,,,,0.239,0.038,-0.022,0,,,,,19h34m59.30s,293.747096,+45d06m26.0s,45.107220,667.00,118.62,-65.86,0,14.361,,0,Kepler-band,,,,5646.00,175.40,-189.65,0,0.96,0.07,-0.06,0,0.94,0.16,-0.08,0,2016-05-10,,,,,2.680,0.430,-0.250,0,,,,,0.0934600,0.0008000,-0.0008000,0,2455028.760482,0.000639,-0.000639,0,,,,,http://exoplanet.eu/catalog/kepler-561_c/,,,,,,,
2859,Kepler-562,b,1,18.00931444,0.00000990,-0.00000990,0,,,,,,,,,,,,,,,,,0.465,0.057,-0.036,0,,,,,19h20m28.71s,290.119627,+46d16m25.7s,46.273811,822.00,102.89,-61.13,0,14.794,,0,Kepler-band,,,,5575.00,83.81,-85.33,0,0.93,0.05,-0.05,0,0.90,0.11,-0.06,0,2016-05-10,,,,,5.210,0.640,-0.400,0,,,,,0.2071380,0.0021420,-0.0021420,0,2455015.441383,0.000446,-0.000446,0,,,,,http://exoplanet.eu/catalog/kepler-562_b/,,,,,,,
2860,Kepler-563,b,1,22.18432708,0.00002500,-0.00002500,0,,,,,,,,,,,,,,,,,0.276,0.015,-0.018,0,,,,,19h29m47.11s,292.446272,+46d17m23.2s,46.289776,557.00,30.85,-36.83,0,14.767,,0,Kepler-band,,,,5066.00,80.00,-61.96,0,0.80,0.04,-0.05,0,0.77,0.04,-0.05,0,2016-05-10,,,,,3.090,0.170,-0.200,0,,,,,0.1273460,0.0014290,-0.0014290,0,2455007.597478,0.000892,-0.000892,0,,,,,http://exoplanet.eu/catalog/kepler-563_b/,,,,,,,
2861,Kepler-564,b,1,3.75083228,0.00000122,-0.00000122,0,,,,,,,,,,,,,,,,,0.413,0.059,-0.032,0,,,,,19h47m21.21s,296.838379,+46d37m35.1s,46.626404,830.00,121.44,-68.27,0,14.749,,0,Kepler-band,,,,5626.00,144.83,-126.35,0,0.95,0.06,-0.06,0,0.92,0.13,-0.07,0,2016-05-10,,,,,4.630,0.660,-0.360,0,,,,,0.0816304,0.0004146,-0.0004146,0,2455004.151847,0.000251,-0.000251,0,,,,,http://exoplanet.eu/catalog/kepler-564_b/,,,,,,,
2862,Kepler-565,b,1,4.24374723,0.00000293,-0.00000293,0,,,,,,,,,,,,,,,,,0.325,0.045,-0.024,0,,,,,18h54m28.31s,283.617946,+47d11m48.1s,47.196686,1041.00,144.14,-81.93,0,15.000,,0,Kepler-band,,,,5735.00,80.65,-75.30,0,0.98,0.04,-0.06,0,0.95,0.13,-0.07,0,2016-05-10,,,,,3.640,0.510,-0.270,0,,,,,0.1403300,0.0007900,-0.0007900,0,2455006.563261,0.000556,-0.000556,0,,,,,http://exoplanet.eu/catalog/kepler-565_b/,,,,,,,
2863,Kepler-566,b,1,18.42794624,0.00004230,-0.00004230,0,,,,,,,,,,,,,,,,,0.192,0.012,-0.012,0,,,,,19h26m13.08s,291.554496,+47d48m52.1s,47.814480,628.00,36.54,-36.05,0,14.958,,0,Kepler-band,,,,5132.00,59.73,-80.24,0,0.83,0.04,-0.05,0,0.79,0.04,-0.04,0,2016-05-10,,,,,2.150,0.130,-0.130,0,,,,,0.1195920,0.0025870,-0.0025870,0,2455011.440450,0.001780,-0.001780,0,,,,,http://exoplanet.eu/catalog/kepler-566_b/,,,,,,,
2864,Kepler-567,b,1,16.54297375,0.00004149,-0.00004149,0,,,,,,,,,,,,,,,,,0.201,0.013,-0.011,0,,,,,19h50m41.43s,297.672615,+48d18m08.3s,48.302315,568.00,34.35,-28.95,0,14.687,,0,Kepler-band,,,,5148.00,106.09,-92.59,0,0.84,0.04,-0.04,0,0.79,0.04,-0.04,0,2016-05-10,,,,,2.250,0.150,-0.120,0,,,,,0.1613540,0.0031920,-0.0031920,0,2455002.648880,0.001830,-0.001830,0,,,,,http://exoplanet.eu/catalog/kepler-567_b/,,,,,,,
2865,Kepler-568,b,1,11.02347475,0.00000766,-0.00000766,0,,,,,,,,,,,,,,,,,0.202,0.007,-0.007,0,,,,,19h52m25.37s,298.105708,+48d24m04.1s,48.401150,126.00,6.08,-5.58,0,14.273,,0,Kepler-band,,,,3768.00,40.66,-39.79,0,0.55,0.02,-0.02,0,0.53,0.02,-0.02,0,2016-05-10,,,,,2.260,0.080,-0.080,0,,,,,0.0592100,0.0008400,-0.0008400,0,2455004.114802,0.000511,-0.000511,0,,,,,http://exoplanet.eu/catalog/kepler-568_b/,,,,,,,
2866,Kepler-569,b,1,34.18890521,0.00006016,-0.00006016,0,,,,,,,,,,,,,,,,,0.282,0.020,-0.015,0,,,,,18h54m01.75s,283.507278,+48d33m09.4s,48.552605,645.00,44.70,-34.78,0,14.106,,0,Kepler-band,,,,5616.00,66.28,-55.02,0,0.95,0.03,-0.04,0,0.93,0.07,-0.05,0,2016-05-10,,,,,3.160,0.220,-0.170,0,,,,,0.2216000,0.0026420,-0.0026420,0,2455026.388760,0.001270,-0.001270,0,,,,,http://exoplanet.eu/catalog/kepler-569_b/,,,,,,,
2867,Kepler-57,b,2,5.72931960,0.00001800,-0.00001800,0,,,,,,,,,,,,,18.86000,,,1,0.195,,,0,,,,,19h34m33.91s,293.641285,+44d39m25.3s,44.657040,,,,,14.809,,0,Kepler-band,,,,5145.00,,,0,0.83,,,0,0.73,,,0,2014-05-14,18.86000,,,1,2.190,,,0,,,,,0.0466000,,,0,2454971.558400,0.001000,-0.001000,0,,,,,http://exoplanet.eu/catalog/kepler-57_b/,,,,,,,
2868,Kepler-57,c,2,11.60925670,0.00008600,-0.00008600,0,,,,,,,,,,,,,6.95000,,,1,0.138,,,0,,,,,19h34m33.91s,293.641285,+44d39m25.3s,44.657040,,,,,14.809,,0,Kepler-band,,,,5145.00,,,0,0.83,,,0,0.73,,,0,2014-05-14,6.95000,,,1,1.550,,,0,,,,,0.0711000,,,0,2454966.990830,0.002700,-0.002700,0,,,,,http://exoplanet.eu/catalog/kepler-57_c/,,,,,,,
2869,Kepler-570,b,1,4.30166200,0.00000310,-0.00000310,0,,,,,,,,,,,,,,,,,0.219,0.030,-0.013,0,,,,,19h21m45.02s,290.437586,+48d47m30.8s,48.791885,642.00,89.44,-42.67,0,14.332,,0,Kepler-band,,,,5496.00,71.37,-88.25,0,0.93,0.04,-0.04,0,0.90,0.12,-0.06,0,2016-05-10,,,,,2.450,0.340,-0.150,0,,,,,0.0862460,0.0009040,-0.0009040,0,2455005.310292,0.000572,-0.000572,0,,,,,http://exoplanet.eu/catalog/kepler-570_b/,,,,,,,
2870,Kepler-571,b,1,4.79859939,0.00000540,-0.00000540,0,,,,,,,,,,,,,,,,,0.236,0.029,-0.015,0,,,,,19h06m12.24s,286.551020,+49d25m07.5s,49.418743,756.00,91.43,-50.10,0,14.675,,0,Kepler-band,,,,5527.00,75.23,-79.46,0,0.93,0.04,-0.04,0,0.90,0.11,-0.05,0,2016-05-10,,,,,2.640,0.320,-0.170,0,,,,,0.1249120,0.0013170,-0.0013170,0,2455006.257757,0.000852,-0.000852,0,,,,,http://exoplanet.eu/catalog/kepler-571_b/,,,,,,,
2871,Kepler-572,b,1,17.20523483,0.00002222,-0.00002222,0,,,,,,,,,,,,,,,,,0.230,0.016,-0.015,0,,,,,19h24m53.06s,291.221081,+50d34m52.7s,50.581303,532.00,37.23,-37.14,0,14.472,,0,Kepler-band,,,,5212.00,89.47,-77.65,0,0.83,0.04,-0.05,0,0.79,0.05,-0.05,0,2016-05-10,,,,,2.580,0.180,-0.170,0,,,,,0.1508790,0.0015830,-0.0015830,0,2455008.058110,0.001020,-0.001020,0,,,,,http://exoplanet.eu/catalog/kepler-572_b/,,,,,,,
2872,Kepler-573,b,1,22.18329658,0.00004593,-0.00004593,0,,,,,,,,,,,,,,,,,0.249,0.032,-0.021,0,,,,,19h18m05.08s,289.521162,+51d14m14.3s,51.237316,758.00,96.48,-63.26,0,14.118,,0,Kepler-band,,,,5746.00,59.48,-51.43,0,0.99,0.03,-0.04,0,1.02,0.13,-0.08,0,2016-05-10,,,,,2.790,0.360,-0.230,0,,,,,0.2108580,0.0022370,-0.0022370,0,2455002.496870,0.001760,-0.001760,0,,,,,http://exoplanet.eu/catalog/kepler-573_b/,,,,,,,
2873,Kepler-574,b,1,7.65880414,0.00001346,-0.00001346,0,,,,,,,,,,,,,,,,,0.213,0.029,-0.014,0,,,,,19h20m59.29s,290.247043,+52d08m56.9s,52.149136,747.00,99.38,-55.22,0,14.528,,0,Kepler-band,,,,5612.00,116.01,-108.40,0,0.95,0.05,-0.05,0,0.91,0.12,-0.06,0,2016-05-10,,,,,2.390,0.330,-0.160,0,,,,,0.1274000,0.0018580,-0.0018580,0,2455006.039020,0.001400,-0.001400,0,,,,,http://exoplanet.eu/catalog/kepler-574_b/,,,,,,,
2874,Kepler-575,b,1,9.37891944,0.00002371,-0.00002371,0,,,,,,,,,,,,,,,,,0.213,0.046,-0.019,0,,,,,19h07m51.33s,286.963889,+37d49m46.9s,37.829700,852.00,114.67,-75.70,0,14.720,,0,Kepler-band,,,,5710.00,114.70,-145.72,0,0.97,0.06,-0.06,0,0.95,0.12,-0.08,0,2016-05-10,,,,,2.390,0.520,-0.210,0,,,,,0.1376830,0.0025500,-0.0025500,0,2455009.451900,0.002070,-0.002070,0,,,,,http://exoplanet.eu/catalog/kepler-575_b/,,,,,,,
2875,Kepler-576,b,1,29.91136794,0.00009909,-0.00009909,0,,,,,,,,,,,,,,,,,0.292,0.075,-0.035,0,,,,,19h40m43.90s,295.182920,+38d39m15.2s,38.654231,698.00,175.33,-64.80,0,14.424,,0,Kepler-band,,,,5672.00,95.54,-141.61,0,0.99,0.05,-0.06,0,0.97,0.24,-0.08,0,2016-05-10,,,,,3.270,0.840,-0.390,0,,,,,0.2848300,0.0042100,-0.0042100,0,2455027.706990,0.002630,-0.002630,0,,,,,http://exoplanet.eu/catalog/kepler-576_b/,,,,,,,
2876,Kepler-577,b,1,25.69578251,0.00006320,-0.00006320,0,,,,,,,,,,,,,,,,,0.227,0.034,-0.013,0,,,,,19h38m50.86s,294.711927,+39d04m25.5s,39.073762,549.00,26.63,-31.82,0,14.885,,0,Kepler-band,,,,4984.00,52.11,-41.61,0,0.78,0.04,-0.04,0,0.73,0.03,-0.04,0,2016-05-10,,,,,2.550,0.380,-0.150,0,,,,,0.1637040,0.0033620,-0.0033620,0,2455021.789590,0.001920,-0.001920,0,,,,,http://exoplanet.eu/catalog/kepler-577_b/,,,,,,,
2877,Kepler-578,b,1,1.61688370,0.00000123,-0.00000123,0,,,,,,,,,,,,,,,,,0.178,0.016,-0.020,0,,,,,19h15m01.19s,288.754950,+39d33m49.2s,39.563656,568.00,48.98,-37.41,0,14.411,,0,Kepler-band,,,,5334.00,117.14,-106.87,0,0.87,0.04,-0.05,0,0.83,0.07,-0.05,0,2016-05-10,,,,,2.000,0.180,-0.220,0,,,,,0.0660210,0.0009370,-0.0009370,0,2455002.803484,0.000615,-0.000615,0,,,,,http://exoplanet.eu/catalog/kepler-578_b/,,,,,,,
2878,Kepler-579,b,1,9.66857723,0.00001920,-0.00001920,0,,,,,,,,,,,,,,,,,0.178,0.031,-0.016,0,,,,,19h40m00.49s,295.002039,+39d57m10.5s,39.952923,663.00,115.36,-63.37,0,14.272,,0,Kepler-band,,,,5636.00,135.41,-185.60,0,0.99,0.06,-0.06,0,0.96,0.16,-0.08,0,2016-05-10,,,,,2.000,0.350,-0.180,0,,,,,0.0987870,0.0025540,-0.0025540,0,2455007.534750,0.001650,-0.001650,0,,,,,http://exoplanet.eu/catalog/kepler-579_b/,,,,,,,
2879,Kepler-58,b,3,10.21849540,0.00015000,-0.00015000,0,,,,,,,,,,,,,1.39000,,,1,0.248,,,0,,,,,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,,,,,14.820,,0,Kepler-band,,,,6099.00,200.00,-200.00,0,0.95,,,0,1.13,0.53,-0.53,0,2014-05-14,1.39000,,,1,2.780,,,0,,,,,0.1832000,,,0,2454969.870480,0.005600,-0.005600,0,,,,,http://exoplanet.eu/catalog/kepler-58_b/,,,,,,,
2880,Kepler-58,c,3,15.57415680,0.00027000,-0.00027000,0,,,,,,,,,,,,,2.19000,,,1,0.255,,,0,,,,,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,,,,,14.820,,0,Kepler-band,,,,6099.00,200.00,-200.00,0,0.95,,,0,1.13,0.53,-0.53,0,2014-05-14,2.19000,,,1,2.860,,,0,,,,,0.2126000,,,0,2454965.432090,0.006600,-0.006600,0,,,,,http://exoplanet.eu/catalog/kepler-58_c/,,,,,,,
2881,Kepler-58,d,3,40.10137100,0.00061200,-0.00061200,0,0.236000,,,0,,,,,,,,,,,,,0.262,0.125,-0.125,0,,,,,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,,,,,14.820,,0,Kepler-band,,,,6099.00,200.00,-200.00,0,0.95,,,0,1.13,0.53,-0.53,0,2014-05-14,,,,,2.940,1.400,-1.400,0,,,,,0.2268000,0.0114000,-0.0114000,0,2454965.717990,0.009030,-0.009030,0,,,,,http://exoplanet.eu/catalog/kepler-58_d/,,,,,,,
2882,Kepler-580,b,1,8.22241966,0.00000979,-0.00000979,0,,,,,,,,,,,,,,,,,0.229,0.026,-0.012,0,,,,,18h53m59.96s,283.499815,+40d33m10.1s,40.552805,333.00,11.86,-14.38,0,15.000,,0,Kepler-band,,,,4298.00,49.14,-38.09,0,0.67,0.03,-0.03,0,0.64,0.02,-0.02,0,2016-05-10,,,,,2.570,0.290,-0.130,0,,,,,0.1126870,0.0020370,-0.0020370,0,2455005.955999,0.000939,-0.000939,0,,,,,http://exoplanet.eu/catalog/kepler-580_b/,,,,,,,
2883,Kepler-581,b,1,40.60698210,0.00017440,-0.00017440,0,,,,,,,,,,,,,,,,,0.235,0.050,-0.026,0,,,,,19h41m43.87s,295.432782,+40d38m53.7s,40.648247,833.00,178.61,-97.73,0,14.560,,0,Kepler-band,,,,5772.00,199.71,-191.78,0,1.00,0.08,-0.07,0,1.00,0.21,-0.11,0,2016-05-10,,,,,2.630,0.560,-0.290,0,,,,,0.2382900,0.0046200,-0.0046200,0,2455032.257790,0.003220,-0.003220,0,,,,,http://exoplanet.eu/catalog/kepler-581_b/,,,,,,,
2884,Kepler-582,b,1,18.49235668,0.00002487,-0.00002487,0,,,,,,,,,,,,,,,,,0.328,0.049,-0.030,0,,,,,19h50m00.88s,297.503687,+41d03m25.3s,41.057021,751.00,117.55,-77.05,0,14.915,,0,Kepler-band,,,,5564.00,218.22,-211.72,0,0.93,0.07,-0.07,0,0.91,0.13,-0.08,0,2016-05-10,,,,,3.680,0.550,-0.340,0,,,,,0.1470710,0.0017880,-0.0017880,0,2455006.498960,0.001040,-0.001040,0,,,,,http://exoplanet.eu/catalog/kepler-582_b/,,,,,,,
2885,Kepler-583,b,1,6.51002530,0.00001381,-0.00001381,0,,,,,,,,,,,,,,,,,0.203,0.026,-0.013,0,,,,,18h48m26.72s,282.111330,+42d21m16.2s,42.354504,805.00,103.55,-53.20,0,14.825,,0,Kepler-band,,,,5523.00,76.28,-106.08,0,0.94,0.04,-0.04,0,0.91,0.11,-0.06,0,2016-05-10,,,,,2.280,0.290,-0.150,0,,,,,0.1387580,0.0022370,-0.0022370,0,2455005.915940,0.001590,-0.001590,0,,,,,http://exoplanet.eu/catalog/kepler-583_b/,,,,,,,
2886,Kepler-584,b,1,35.18103040,0.00009392,-0.00009392,0,,,,,,,,,,,,,,,,,0.376,0.142,-0.050,0,,,,,19h12m55.34s,288.230593,+42d24m49.0s,42.413624,1445.00,531.63,-187.67,0,14.856,,0,Kepler-band,,,,6195.00,110.21,-104.28,0,1.17,0.15,-0.09,0,1.24,0.46,-0.15,0,2016-05-10,,,,,4.210,1.590,-0.560,0,,,,,0.3072100,0.0043700,-0.0043700,0,2455003.099760,0.002080,-0.002080,0,,,,,http://exoplanet.eu/catalog/kepler-584_b/,,,,,,,
2887,Kepler-585,b,1,2.75235975,0.00000142,-0.00000142,0,,,,,,,,,,,,,,,,,0.252,0.049,-0.024,0,,,,,19h06m06.84s,286.528499,+43d52m24.3s,43.873405,604.00,116.57,-43.82,0,14.034,,0,Kepler-band,,,,5593.00,85.61,-77.08,0,0.96,0.06,-0.05,0,0.93,0.18,-0.06,0,2016-05-10,,,,,2.830,0.550,-0.270,0,,,,,0.0881420,0.0013210,-0.0013210,0,2455004.259749,0.000408,-0.000408,0,,,,,http://exoplanet.eu/catalog/kepler-585_b/,,,,,,,
2888,Kepler-586,b,1,2.10472218,0.00000092,-0.00000092,0,,,,,,,,,,,,,,,,,0.249,0.032,-0.018,0,,,,,19h32m13.73s,293.057220,+45d33m04.3s,45.551193,707.00,94.29,-55.41,0,14.427,,0,Kepler-band,,,,5575.00,149.33,-103.88,0,0.94,0.05,-0.05,0,0.92,0.12,-0.07,0,2016-05-10,,,,,2.790,0.360,-0.200,0,,,,,0.0732290,0.0005290,-0.0005290,0,2455004.043939,0.000345,-0.000345,0,,,,,http://exoplanet.eu/catalog/kepler-586_b/,,,,,,,
